Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-12-12 00:00:00+05:30,127.48154022410259,129.54005664901734,127.13844667456802,127.53055572509766,30696410,0.0,0.0
2023-12-13 00:00:00+05:30,127.97166690793215,128.9029016086759,126.59930765018721,128.80487060546875,22767972,0.0,0.0
2023-12-14 00:00:00+05:30,129.68709866825498,130.61833332524154,128.9028955517393,129.3930206298828,43372143,0.0,0.0
2023-12-15 00:00:00+05:30,130.76536107170816,134.04920498296482,130.37326700354166,133.755126953125,77377446,0.0,0.0
2023-12-18 00:00:00+05:30,134.14723843977777,134.8824260491501,132.43180068457565,133.9021759033203,38461877,0.0,0.0
2023-12-19 00:00:00+05:30,133.95118864841265,134.88243833773745,132.1377346878693,132.7258758544922,27726431,0.0,0.0
2023-12-20 00:00:00+05:30,133.21599452436035,133.46105707128334,126.20721166533542,127.18746185302734,39495961,0.0,0.0
2023-12-21 00:00:00+05:30,126.1582022301412,128.85389037590247,125.32499102628542,128.41278076171875,34914399,0.0,0.0
2023-12-22 00:00:00+05:30,129.78511786914805,132.08871177547746,129.14796123502157,130.91241455078125,37357334,0.0,0.0
2023-12-26 00:00:00+05:30,132.0396906047996,133.41204977253753,131.79462807028534,132.52981567382812,25936447,0.0,0.0
2023-12-27 00:00:00+05:30,133.16699711763806,136.15674829457666,132.82390356089206,134.49032592773438,48101400,0.0,0.0
2023-12-28 00:00:00+05:30,135.4215545654297,136.00971064850353,134.14724131448722,135.4215545654297,34661176,0.0,0.0
2023-12-29 00:00:00+05:30,135.86267588182028,138.4603327793096,134.44130120769915,136.84292602539062,49202910,0.0,0.0
2024-01-01 00:00:00+05:30,137.23502898460592,138.16626368980096,136.3037942794109,137.08799743652344,21186105,0.0,0.0
2024-01-02 00:00:00+05:30,137.72514517163185,137.82317616896094,134.34328516780025,136.84292602539062,27764060,0.0,0.0
2024-01-03 00:00:00+05:30,136.74489678926233,136.84292778785402,131.69661446782803,132.67686462402344,45176618,0.0,0.0
2024-01-04 00:00:00+05:30,133.31402485597067,133.65711840291056,131.35352449044169,131.5985870361328,43913498,0.0,0.0
2024-01-05 00:00:00+05:30,132.3337808027185,133.2650155279921,130.2262487951293,131.01043701171875,71330190,0.0,0.0
2024-01-08 00:00:00+05:30,132.62784913711596,133.26500575573036,129.14795809081107,129.3930206298828,39559717,0.0,0.0
2024-01-09 00:00:00+05:30,130.86340546046608,132.13773374857115,129.8831552322978,131.01043701171875,30736868,0.0,0.0
2024-01-10 00:00:00+05:30,131.15747530321417,132.03969447032085,129.49105301121793,131.45155334472656,27213624,0.0,0.0
2024-01-11 00:00:00+05:30,132.1867477461104,132.97093595376944,131.5495761305983,132.23574829101562,23113349,0.0,0.0
2024-01-12 00:00:00+05:30,133.11797848742782,133.55908808042747,131.99068179706111,132.6278533935547,32883921,0.0,0.0
2024-01-15 00:00:00+05:30,133.31402951269374,133.55909206694503,131.30451357634703,132.23574829101562,34158775,0.0,0.0
2024-01-16 00:00:00+05:30,132.03969620858643,135.76464988277692,131.35352407431125,134.53933715820312,56361287,0.0,0.0
2024-01-17 00:00:00+05:30,132.77488033353694,133.0689583711471,128.80486421937576,129.0499267578125,58982971,0.0,0.0
2024-01-18 00:00:00+05:30,129.0499374313806,129.6380935552466,125.66807711273006,128.41278076171875,45273496,0.0,0.0
2024-01-19 00:00:00+05:30,129.9811802175437,132.03969662689067,129.00093003477923,131.5985870361328,32653013,0.0,0.0
2024-01-23 00:00:00+05:30,132.1377286274469,132.52982272054564,126.74635258146927,127.53055572509766,35373970,0.0,0.0
2024-01-24 00:00:00+05:30,127.62856909514632,132.8729134856722,127.53055305264104,132.48080444335938,39340119,0.0,0.0
2024-01-25 00:00:00+05:30,133.8041474244305,133.8041474244305,129.39302168516355,131.10845947265625,61358839,0.0,0.0
2024-01-29 00:00:00+05:30,132.03969271435162,132.72586483046825,130.86339552137585,132.33377075195312,29745400,0.0,0.0
2024-01-30 00:00:00+05:30,132.92193755313602,134.98045406759556,131.84365631406325,132.03970336914062,35704185,0.0,0.0
2024-01-31 00:00:00+05:30,132.3337799293101,134.00020231471146,131.8436548184608,133.2650146484375,36079354,0.0,0.0
2024-02-01 00:00:00+05:30,133.706117126701,134.04921066897222,131.84364778776427,132.13772583007812,31701793,0.0,0.0
2024-02-02 00:00:00+05:30,132.62784881896624,136.8429274723752,132.13772374199849,135.960693359375,69296192,0.0,0.0
2024-02-05 00:00:00+05:30,137.23501908723014,140.5188630269323,136.5978624815829,138.75440979003906,80737626,0.0,0.0
2024-02-06 00:00:00+05:30,140.17577556108358,142.23430691942843,137.67613461378792,141.79318237304688,53192936,0.0,0.0
2024-02-07 00:00:00+05:30,143.94975123304025,144.48887688975455,141.20504761710595,141.54812622070312,61517064,0.0,0.0
2024-02-08 00:00:00+05:30,142.4303489586511,142.7734275346989,140.2247861339703,140.81292724609375,38997666,0.0,0.0
2024-02-09 00:00:00+05:30,141.35207318107834,141.59713572645379,136.40180677300793,138.5093536376953,35961925,0.0,0.0
2024-02-12 00:00:00+05:30,139.19552773090692,140.1267624249444,133.95118320314333,134.68637084960938,36477544,0.0,0.0
2024-02-13 00:00:00+05:30,135.02945618607995,135.519581253906,131.4515491739217,135.1274871826172,39155909,0.0,0.0
2024-02-14 00:00:00+05:30,134.29426834699223,138.70539394963063,133.06895567959265,138.41131591796875,29141690,0.0,0.0
2024-02-15 00:00:00+05:30,138.70539394963063,140.61687871928797,138.2152688826708,138.41131591796875,31587387,0.0,0.0
2024-02-16 00:00:00+05:30,139.24454621058456,140.6168905303698,138.70540560015777,139.48960876464844,22316127,0.0,0.0
2024-02-19 00:00:00+05:30,140.12676510662578,140.5188741667036,138.55837373860828,139.14651489257812,16973568,0.0,0.0
2024-02-20 00:00:00+05:30,139.14651670652276,139.44059476605696,137.28404725852516,138.26429748535156,24291123,0.0,0.0
2024-02-21 00:00:00+05:30,138.75441964763752,143.31257712246162,138.65638864406728,141.05799865722656,88000833,0.0,0.0
2024-02-22 00:00:00+05:30,142.13627448335035,143.26355619455643,140.6658992300743,143.01849365234375,46728176,0.0,0.0
2024-02-23 00:00:00+05:30,143.50862730263137,144.194814427729,142.136282967299,142.577392578125,28414697,0.0,0.0
2024-02-26 00:00:00+05:30,142.96950003616274,143.06751608333798,139.4405932743662,139.8326873779297,22570277,0.0,0.0
2024-02-27 00:00:00+05:30,139.83267534398396,141.64614407111907,139.1955187411689,141.35206604003906,24119469,0.0,0.0
2024-02-28 00:00:00+05:30,141.20504347633297,142.0872626682052,137.28404269924596,137.97021484375,20721926,0.0,0.0
2024-02-29 00:00:00+05:30,138.01922180652002,139.048487438317,136.6468626449807,138.0682373046875,32248156,0.0,0.0
2024-03-01 00:00:00+05:30,140.17577443571227,147.67468225996518,140.17577443571227,146.98851013183594,123709943,0.0,0.0
2024-03-04 00:00:00+05:30,151.84074756995335,151.84074756995335,148.06679333473613,150.07630920410156,67577785,0.0,0.0
2024-03-05 00:00:00+05:30,150.1743267120944,150.95852985869067,147.77271672855596,148.8509979248047,37165490,0.0,0.0
2024-03-06 00:00:00+05:30,148.80197354927122,149.63517718992597,144.97898904664876,148.60592651367188,51782444,0.0,0.0
2024-03-07 00:00:00+05:30,149.3901285621884,156.00681759223983,149.24309701115985,154.14434814453125,124847699,0.0,0.0
